request_id,request_datetime,state,urban_rural,population_density_per_sqkm,building_type,dwelling_floors,floor_number,distance_to_exchange_km,distance_to_fiber_km,technology_type,existing_infrastructure,terrain_type,soil_type,vegetation_density,road_access_type,temperature_c,rain_mm_last24h,wind_speed_kmh,storm_flag,flood_warning_flag,bushfire_warning_flag,crew_available_at_request,backlog_open_jobs_region,public_holiday_flag,day_of_week,time_of_day_bucket,sla_hours,actual_eta_hours
REQ_00233,2024-09-03T00:00:00,ACT,Urban,3633.17,Small_Business,2,2,2.51,2.54,FTTN,5G_available,Coastal,Mixed,Low,Seasonal,12.0,4.0,4.6,0,0,0,1,7,0,Tuesday,Night,76,86.2
REQ_00234,2024-09-09T01:00:00,QLD,Suburban,581.65,Townhouse,2,1,3.35,2.92,FTTP,5G_available,Coastal,Clay,Medium,Sealed,18.4,1.5,12.3,0,0,0,1,1,0,Monday,Night,78,86.5
REQ_00235,2024-02-11T19:00:00,NSW,Rural,140.2,Townhouse,2,2,47.13,2.82,FTTN,4G_only,Coastal,Mixed,High,Sealed,20.6,5.9,0.1,0,0,0,1,8,0,Sunday,Evening,89,95.2
REQ_00236,2024-06-11T19:00:00,TAS,Urban,5116.13,Detached_House,2,1,1.26,1.6,Satellite,4G_only,Flat,Sand,High,Sealed,17.1,2.7,12.7,0,0,0,1,4,0,Tuesday,Evening,78,74.2
REQ_00237,2024-02-10T01:00:00,NSW,Urban,7260.18,Apartment,26,25,1.57,0.36,FTTP,None,Outback,Sand,Low,Sealed,21.8,3.6,14.3,0,0,0,1,8,0,Saturday,Night,82,125.2
REQ_00238,2024-03-26T13:00:00,NT,Urban,3132.6,Detached_House,2,1,1.68,1.76,Fixed_Wireless,4G_only,Hilly,Rock,Low,Seasonal,29.0,0.2,14.2,0,0,0,1,6,0,Tuesday,Afternoon,93,116.3
REQ_00239,2024-11-16T21:00:00,TAS,Suburban,831.01,Industrial,3,3,3.94,2.99,Fixed_Wireless,None,Hilly,Clay,Medium,Sealed,9.1,0.7,4.1,0,0,0,1,3,1,Saturday,Evening,86,103.5
REQ_00240,2024-05-03T19:00:00,QLD,Suburban,826.25,Small_Business,1,1,4.51,0.34,HFC,None,Mountainous,Mixed,Medium,Sealed,29.3,0.5,23.4,0,0,0,0,3,0,Friday,Evening,70,155.8
REQ_00241,2024-06-07T00:00:00,ACT,Urban,3004.59,Townhouse,2,2,1.23,1.32,FTTN,4G_only,Coastal,Clay,High,Sealed,18.4,0.0,23.4,0,0,0,1,6,0,Friday,Night,63,68.1
REQ_00242,2024-04-07T02:00:00,QLD,Rural,115.38,Apartment,10,8,6.47,17.01,HFC,5G_available,Outback,Clay,Low,Sealed,31.0,0.0,9.4,0,0,0,1,1,1,Sunday,Night,87,101.2
REQ_00243,2024-09-29T15:00:00,TAS,Suburban,1330.0,Small_Business,2,1,3.69,1.5,Fixed_Wireless,None,Hilly,Sand,Low,Sealed,11.2,0.0,29.7,0,0,0,1,5,0,Sunday,Afternoon,91,103.4
REQ_00244,2024-06-28T23:00:00,NSW,Rural,137.54,Detached_House,1,1,18.2,32.31,Fixed_Wireless,Cable,Outback,Clay,Medium,Unsealed,17.3,0.0,4.9,0,0,0,0,1,0,Friday,Night,101,162.7
REQ_00245,2024-02-13T00:00:00,TAS,Urban,5046.28,Apartment,20,11,1.93,2.05,FTTP,None,Flat,Mixed,High,Sealed,15.4,13.7,13.3,0,0,0,0,66,0,Tuesday,Night,78,137.2
REQ_00246,2024-02-18T09:00:00,WA,Urban,4278.66,Detached_House,2,2,0.31,1.35,HFC,4G_only,Coastal,Mixed,Medium,Sealed,31.0,0.0,19.4,0,0,0,1,9,0,Sunday,Morning,60,74.6
REQ_00247,2024-07-12T22:00:00,SA,Urban,2867.07,Small_Business,2,2,0.69,0.47,FTTN,4G_only,Coastal,Rock,High,Sealed,20.6,2.4,22.2,0,0,0,1,13,0,Friday,Night,75,75.2
REQ_00248,2024-09-01T00:00:00,ACT,Urban,5564.65,Detached_House,1,1,3.32,0.72,Fixed_Wireless,None,Outback,Mixed,Low,Sealed,13.5,0.0,9.7,0,0,0,1,3,0,Sunday,Night,83,115.7
REQ_00249,2024-12-29T01:00:00,WA,Urban,2030.39,Detached_House,2,2,2.25,1.69,FTTN,Cable,Mountainous,Rock,Medium,Sealed,19.9,2.3,8.0,0,0,0,1,0,0,Sunday,Night,79,98.8
REQ_00250,2024-08-06T15:00:00,NT,Suburban,2657.52,Industrial,2,2,3.69,2.38,Fixed_Wireless,None,Outback,Mixed,Low,Unsealed,28.7,14.6,2.3,0,0,0,1,14,0,Tuesday,Afternoon,77,111.0
REQ_00251,2024-07-29T20:00:00,NSW,Suburban,2154.59,Apartment,10,6,3.49,2.72,Satellite,Cable,Flat,Mixed,Low,Sealed,20.6,6.7,13.1,0,0,0,1,10,0,Monday,Evening,76,74.7
REQ_00252,2024-01-26T15:00:00,VIC,Suburban,1220.63,Apartment,16,15,1.75,1.71,FTTP,ADSL,Flat,Mixed,Medium,Sealed,15.4,0.0,16.0,0,0,0,1,7,0,Friday,Afternoon,61,70.7
REQ_00253,2024-07-10T19:00:00,ACT,Urban,2967.23,Highrise_Office,32,23,0.59,2.51,Fixed_Wireless,Cable,Mountainous,Sand,Medium,Sealed,17.8,0.0,17.6,0,0,0,0,33,0,Wednesday,Evening,74,163.0
REQ_00254,2024-11-08T05:00:00,ACT,Rural,120.5,Detached_House,2,1,34.0,5.66,FTTP,None,Hilly,Clay,Low,Sealed,10.8,1.6,21.2,0,0,0,1,78,0,Friday,Night,96,175.9
REQ_00255,2024-03-03T11:00:00,TAS,Urban,4379.72,Small_Business,1,1,1.28,1.7,FTTP,5G_available,Coastal,Clay,High,Sealed,12.9,0.1,16.6,0,0,0,1,22,0,Sunday,Morning,75,76.2
REQ_00256,2024-03-16T02:00:00,VIC,Suburban,2094.44,Industrial,2,1,3.51,0.83,Fixed_Wireless,None,Coastal,Mixed,Medium,Sealed,29.2,0.1,21.7,0,0,0,1,13,0,Saturday,Night,95,101.9
REQ_00257,2024-09-27T22:00:00,NSW,Suburban,1665.45,Apartment,27,12,1.92,2.74,FTTN,ADSL,Mountainous,Sand,High,Seasonal,12.6,2.4,24.8,0,0,0,1,21,0,Friday,Night,73,106.0
REQ_00258,2024-02-01T02:00:00,WA,Urban,7800.59,Industrial,2,1,2.63,0.57,Fixed_Wireless,ADSL,Flat,Sand,Medium,Sealed,29.6,2.2,5.8,0,0,0,0,32,0,Thursday,Night,90,117.1
REQ_00259,2024-10-06T23:00:00,NSW,Urban,4473.38,Townhouse,2,2,3.71,0.49,FTTP,None,Hilly,Mixed,High,Sealed,13.4,0.0,11.1,0,0,0,1,1,0,Sunday,Night,60,69.4
REQ_00260,2024-12-28T05:00:00,WA,Suburban,646.41,Small_Business,2,1,2.97,1.1,HFC,Cable,Coastal,Clay,Medium,Sealed,19.3,3.9,8.5,0,0,0,1,35,0,Saturday,Night,75,121.0
REQ_00261,2024-11-02T10:00:00,VIC,Suburban,1428.87,Townhouse,2,2,2.46,1.56,FTTP,ADSL,Flat,Rock,Medium,Sealed,11.8,3.7,6.9,0,0,0,1,6,0,Saturday,Morning,66,65.7
REQ_00262,2024-10-27T11:00:00,ACT,Remote,2.97,Townhouse,2,2,46.92,27.22,FTTP,ADSL,Coastal,Mixed,Low,Sealed,8.1,1.0,9.6,0,0,0,1,15,0,Sunday,Morning,105,97.1
REQ_00263,2024-01-18T13:00:00,ACT,Urban,2906.16,Industrial,3,3,4.17,1.81,HFC,ADSL,Outback,Rock,Medium,Unsealed,21.4,1.4,10.5,0,0,0,1,14,0,Thursday,Afternoon,84,109.8
REQ_00264,2024-08-29T14:00:00,VIC,Urban,5433.08,Small_Business,1,1,1.09,0.27,Fixed_Wireless,Cable,Coastal,Rock,Low,Sealed,14.3,1.8,16.1,0,0,0,1,16,0,Thursday,Afternoon,86,95.5
REQ_00265,2024-12-04T22:00:00,SA,Urban,4371.92,Townhouse,2,1,2.06,0.25,FTTP,None,Coastal,Mixed,Medium,Sealed,20.4,1.0,5.0,0,0,0,1,27,0,Wednesday,Night,79,84.9
REQ_00266,2024-08-15T04:00:00,VIC,Urban,7964.78,Townhouse,2,1,4.6,2.36,HFC,Cable,Mountainous,Mixed,Low,Sealed,14.2,4.2,15.5,0,0,0,1,6,0,Thursday,Night,75,112.1
REQ_00267,2024-05-04T23:00:00,VIC,Suburban,1628.91,Highrise_Office,21,14,2.69,0.81,Satellite,5G_available,Outback,Clay,Medium,Sealed,23.3,0.0,16.0,0,0,0,1,12,1,Saturday,Night,96,112.4
REQ_00268,2024-09-18T16:00:00,SA,Urban,4200.38,Small_Business,2,1,0.67,2.87,FTTP,None,Mountainous,Mixed,Low,Unsealed,15.5,1.7,7.7,0,0,0,1,4,0,Wednesday,Afternoon,84,134.9
REQ_00269,2024-06-26T22:00:00,TAS,Urban,7495.82,Detached_House,1,1,3.31,2.55,Fixed_Wireless,ADSL,Outback,Clay,Medium,Sealed,20.1,8.8,6.1,0,0,0,1,10,0,Wednesday,Night,72,87.9
REQ_00270,2024-07-07T22:00:00,NSW,Rural,58.17,Townhouse,2,2,43.59,3.33,Fixed_Wireless,ADSL,Mountainous,Mixed,Low,Unsealed,23.2,2.5,13.0,0,0,0,1,7,0,Sunday,Night,117,143.4
REQ_00271,2024-07-08T03:00:00,QLD,Urban,7961.53,Highrise_Office,21,21,2.28,0.47,Satellite,None,Mountainous,Clay,High,Seasonal,19.7,0.1,6.2,0,0,0,1,18,0,Monday,Night,84,147.5
REQ_00272,2024-07-23T12:00:00,SA,Suburban,1061.51,Industrial,3,2,2.47,0.23,FTTN,Cable,Hilly,Rock,Low,Unsealed,17.9,2.6,24.5,0,0,0,1,3,0,Tuesday,Afternoon,67,84.8
REQ_00273,2024-10-09T04:00:00,ACT,Urban,1896.04,Highrise_Office,11,9,2.58,0.93,FTTP,5G_available,Hilly,Sand,High,Sealed,14.9,0.0,16.0,0,0,0,1,1,0,Wednesday,Night,77,78.0
REQ_00274,2024-02-14T02:00:00,WA,Urban,7327.74,Townhouse,2,2,2.97,2.68,Fixed_Wireless,None,Coastal,Mixed,Low,Sealed,25.5,1.7,12.6,0,0,0,1,36,0,Wednesday,Night,72,118.8
REQ_00275,2024-03-18T23:00:00,SA,Suburban,996.61,Industrial,2,1,3.02,1.34,FTTN,ADSL,Coastal,Mixed,Medium,Sealed,24.2,0.0,16.6,0,0,0,0,10,0,Monday,Night,79,106.9
REQ_00276,2024-01-22T11:00:00,ACT,Suburban,2123.45,Townhouse,2,1,0.3,0.55,Fixed_Wireless,4G_only,Outback,Sand,Low,Sealed,13.1,5.5,33.4,0,0,0,1,17,0,Monday,Morning,84,83.7
REQ_00277,2024-11-20T12:00:00,TAS,Urban,6181.02,Highrise_Office,17,14,0.47,0.5,FTTP,5G_available,Coastal,Rock,High,Sealed,4.2,6.3,6.5,0,0,0,0,10,0,Wednesday,Afternoon,81,96.9
REQ_00278,2024-02-18T22:00:00,NSW,Urban,4008.61,Detached_House,1,1,3.52,2.9,HFC,Cable,Outback,Clay,Medium,Sealed,22.8,0.5,18.1,0,0,0,1,12,0,Sunday,Night,65,78.3
REQ_00279,2024-05-02T05:00:00,QLD,Urban,3536.23,Apartment,7,3,2.71,2.77,FTTN,ADSL,Flat,Sand,High,Unsealed,30.7,3.8,18.6,0,0,0,1,21,0,Thursday,Night,73,88.4
REQ_00280,2024-02-18T15:00:00,TAS,Urban,4660.13,Small_Business,2,2,4.08,2.64,Fixed_Wireless,Cable,Mountainous,Mixed,Low,Unsealed,13.0,0.1,10.5,0,0,0,1,43,0,Sunday,Afternoon,96,158.1
REQ_00281,2024-10-20T05:00:00,NT,Urban,3528.42,Townhouse,2,1,4.77,1.05,FTTP,4G_only,Flat,Rock,Medium,Sealed,26.6,4.0,21.2,0,0,0,1,5,0,Sunday,Night,68,75.2
REQ_00282,2024-12-06T21:00:00,QLD,Rural,54.2,Industrial,2,1,36.44,19.54,FTTP,None,Hilly,Rock,Medium,Seasonal,23.0,4.7,6.0,0,0,0,1,11,0,Friday,Evening,101,125.6
REQ_00283,2024-04-04T00:00:00,WA,Rural,94.88,Industrial,4,3,7.06,33.72,FTTP,Cable,Coastal,Mixed,Low,Sealed,32.7,0.4,23.5,0,0,0,1,19,0,Thursday,Night,106,103.8
REQ_00284,2024-05-11T06:00:00,WA,Urban,7749.21,Small_Business,1,1,3.54,1.93,FTTN,4G_only,Hilly,Rock,Medium,Unsealed,24.7,5.0,14.3,0,0,0,0,4,0,Saturday,Morning,61,88.4
REQ_00285,2024-06-06T07:00:00,VIC,Suburban,1769.39,Highrise_Office,23,2,0.55,2.02,FTTP,ADSL,Coastal,Sand,Low,Unsealed,15.8,0.6,29.0,0,0,0,1,3,0,Thursday,Morning,75,99.3
REQ_00286,2024-04-16T06:00:00,TAS,Suburban,2380.29,Highrise_Office,16,1,4.98,1.36,FTTN,None,Mountainous,Mixed,Medium,Unsealed,17.0,6.6,11.3,0,0,0,1,8,0,Tuesday,Morning,84,130.3
REQ_00287,2024-04-23T09:00:00,SA,Rural,37.72,Highrise_Office,36,7,46.58,17.79,FTTP,None,Flat,Clay,Low,Sealed,27.1,0.3,6.7,0,0,0,1,14,0,Tuesday,Morning,93,91.3
REQ_00288,2024-04-24T05:00:00,QLD,Suburban,1353.11,Small_Business,1,1,4.41,2.34,HFC,Cable,Coastal,Clay,Medium,Sealed,28.6,2.3,15.3,0,0,0,0,24,0,Wednesday,Night,77,109.6
REQ_00289,2024-07-09T05:00:00,QLD,Suburban,2456.25,Small_Business,2,1,1.48,1.65,FTTN,None,Coastal,Sand,High,Seasonal,23.8,8.2,21.8,0,0,0,0,0,0,Tuesday,Night,79,120.3
REQ_00290,2024-11-29T03:00:00,NT,Urban,4213.07,Small_Business,2,1,1.78,0.41,Satellite,Cable,Coastal,Mixed,Medium,Sealed,19.7,8.2,13.8,0,0,0,1,5,0,Friday,Night,96,94.0
REQ_00291,2024-02-21T06:00:00,NT,Suburban,2457.9,Apartment,24,12,0.3,2.31,HFC,4G_only,Hilly,Rock,Low,Sealed,35.6,0.0,13.7,0,0,0,1,9,0,Wednesday,Morning,75,73.0
REQ_00292,2024-01-23T06:00:00,SA,Urban,7875.16,Small_Business,1,1,2.01,1.24,HFC,4G_only,Coastal,Sand,Medium,Sealed,22.0,1.4,18.9,0,0,0,0,5,0,Tuesday,Morning,64,90.0
REQ_00293,2024-08-07T13:00:00,TAS,Suburban,2348.67,Apartment,22,6,4.01,0.74,Fixed_Wireless,ADSL,Hilly,Mixed,Low,Unsealed,9.5,9.5,8.4,0,0,0,1,18,0,Wednesday,Afternoon,94,104.7
REQ_00294,2024-11-20T22:00:00,WA,Urban,4605.32,Apartment,28,2,2.36,1.64,FTTN,ADSL,Flat,Mixed,High,Sealed,20.5,3.1,19.3,0,0,0,1,25,0,Wednesday,Night,73,87.8
REQ_00295,2024-04-16T21:00:00,WA,Urban,3813.73,Industrial,2,1,2.03,0.48,HFC,ADSL,Outback,Mixed,Low,Sealed,27.2,0.1,9.3,0,0,0,1,13,0,Tuesday,Evening,68,95.5
REQ_00296,2024-05-28T13:00:00,WA,Rural,96.91,Apartment,28,7,21.83,8.77,HFC,Cable,Outback,Clay,Low,Unsealed,31.3,0.6,16.0,0,0,0,1,19,0,Tuesday,Afternoon,99,123.7
REQ_00297,2024-01-15T07:00:00,SA,Suburban,867.91,Highrise_Office,10,9,0.23,1.5,Satellite,Cable,Flat,Clay,High,Unsealed,20.9,6.8,9.2,0,0,0,0,50,0,Monday,Morning,79,142.2
REQ_00298,2024-02-08T00:00:00,NSW,Remote,10.58,Industrial,1,1,11.66,35.72,FTTP,4G_only,Hilly,Clay,Medium,Unsealed,21.8,0.0,15.0,0,0,0,1,12,0,Thursday,Night,95,98.0
REQ_00299,2024-11-27T06:00:00,ACT,Suburban,1041.45,Highrise_Office,28,25,3.52,0.86,HFC,Cable,Coastal,Mixed,Low,Unsealed,17.0,0.0,18.3,0,0,0,1,12,0,Wednesday,Morning,71,87.5
REQ_00300,2024-09-06T18:00:00,VIC,Urban,6675.95,Industrial,4,1,3.09,1.08,FTTN,5G_available,Mountainous,Mixed,High,Sealed,16.9,1.4,12.0,0,0,0,0,7,0,Friday,Evening,67,122.4
REQ_00301,2024-04-23T01:00:00,NSW,Rural,44.79,Industrial,2,2,12.37,38.72,FTTP,5G_available,Mountainous,Sand,Medium,Sealed,22.3,5.8,5.7,0,0,0,1,18,0,Tuesday,Night,107,122.9
REQ_00302,2024-03-07T17:00:00,ACT,Rural,9.31,Small_Business,1,1,42.28,22.48,FTTN,4G_only,Mountainous,Clay,Medium,Sealed,23.6,0.0,20.4,0,0,0,1,22,0,Thursday,Evening,87,118.1
REQ_00303,2024-03-04T20:00:00,TAS,Rural,105.56,Apartment,15,4,41.16,24.3,FTTP,Cable,Coastal,Sand,Low,Unsealed,16.5,4.8,4.1,0,0,0,1,30,0,Monday,Evening,94,93.7
REQ_00304,2024-02-28T18:00:00,NT,Suburban,913.75,Small_Business,1,1,0.87,0.93,FTTP,Cable,Hilly,Rock,Low,Seasonal,33.3,1.2,20.4,0,0,0,1,39,0,Wednesday,Evening,62,110.4
REQ_00305,2024-01-16T03:00:00,SA,Urban,2102.65,Townhouse,2,1,4.0,2.45,FTTN,ADSL,Hilly,Sand,Low,Sealed,19.9,0.0,14.8,0,0,0,1,18,0,Tuesday,Night,84,101.5
REQ_00306,2024-08-04T16:00:00,WA,Urban,6187.36,Apartment,8,7,0.32,0.82,Fixed_Wireless,None,Coastal,Sand,Low,Sealed,22.1,0.6,9.5,0,0,0,1,25,0,Sunday,Afternoon,75,78.2
REQ_00307,2024-07-08T19:00:00,NT,Urban,4793.46,Industrial,2,1,0.86,0.3,FTTN,None,Coastal,Clay,Medium,Sealed,27.3,0.0,21.9,0,0,0,1,27,0,Monday,Evening,71,90.8
REQ_00308,2024-08-24T18:00:00,VIC,Suburban,713.51,Apartment,10,9,1.34,1.5,FTTP,ADSL,Mountainous,Clay,Low,Unsealed,16.0,0.7,11.1,0,0,0,0,10,0,Saturday,Evening,69,102.6
REQ_00309,2024-03-20T21:00:00,QLD,Suburban,1457.21,Industrial,1,1,1.46,1.32,FTTP,Cable,Flat,Clay,Medium,Unsealed,29.1,1.6,10.6,0,0,0,1,6,0,Wednesday,Evening,83,106.8
REQ_00310,2024-12-14T16:00:00,QLD,Rural,193.42,Highrise_Office,35,13,35.64,12.12,HFC,4G_only,Flat,Sand,Low,Sealed,18.3,2.0,5.8,0,0,0,1,4,0,Saturday,Afternoon,107,90.0
REQ_00311,2024-01-23T17:00:00,ACT,Urban,1865.46,Small_Business,2,2,2.82,0.82,FTTN,None,Mountainous,Sand,Low,Sealed,20.8,1.5,11.7,0,0,0,1,1,0,Tuesday,Evening,70,133.1
REQ_00312,2024-09-13T15:00:00,SA,Rural,11.87,Industrial,1,1,11.21,29.05,FTTP,4G_only,Mountainous,Clay,Medium,Sealed,16.7,0.0,22.0,0,0,0,1,16,0,Friday,Afternoon,86,95.3
REQ_00313,2024-03-19T04:00:00,ACT,Urban,3924.5,Apartment,6,5,4.98,1.41,Fixed_Wireless,4G_only,Hilly,Mixed,Low,Sealed,21.2,4.6,2.2,0,0,0,1,45,0,Tuesday,Night,75,133.8
REQ_00314,2024-12-02T11:00:00,VIC,Suburban,1455.33,Apartment,18,5,4.58,1.23,Satellite,5G_available,Hilly,Mixed,High,Sealed,18.5,4.3,6.2,0,0,0,1,4,0,Monday,Morning,72,80.5
REQ_00315,2024-02-20T23:00:00,TAS,Suburban,2809.16,Detached_House,1,1,3.75,0.29,Fixed_Wireless,5G_available,Flat,Sand,Medium,Sealed,12.0,0.1,8.8,0,0,0,1,15,0,Tuesday,Night,79,73.0
REQ_00316,2024-06-02T09:00:00,WA,Urban,6711.96,Apartment,5,3,4.75,0.73,Satellite,ADSL,Mountainous,Mixed,Medium,Sealed,21.4,0.2,10.3,0,0,0,1,8,0,Sunday,Morning,81,123.4
REQ_00317,2024-11-20T19:00:00,QLD,Urban,3449.54,Townhouse,2,1,2.12,0.27,FTTP,5G_available,Hilly,Rock,Low,Sealed,23.5,0.0,16.7,0,0,0,1,16,0,Wednesday,Evening,81,78.4
REQ_00318,2024-04-04T06:00:00,VIC,Urban,1547.79,Small_Business,2,1,1.97,2.94,Fixed_Wireless,4G_only,Flat,Clay,Low,Sealed,18.1,0.6,22.1,0,0,0,1,13,0,Thursday,Morning,86,86.0
REQ_00319,2024-08-20T12:00:00,NT,Suburban,2660.92,Apartment,6,6,4.84,2.12,FTTN,4G_only,Hilly,Sand,Low,Sealed,23.2,1.4,14.7,0,0,0,1,31,0,Tuesday,Afternoon,82,97.5
REQ_00320,2024-10-21T04:00:00,NSW,Urban,3390.7,Townhouse,2,1,1.12,0.47,HFC,4G_only,Mountainous,Clay,Low,Unsealed,17.8,0.1,13.8,0,0,0,1,2,0,Monday,Night,63,115.8
REQ_00321,2024-06-21T22:00:00,SA,Suburban,2970.31,Apartment,12,10,2.41,2.16,Fixed_Wireless,None,Coastal,Rock,Medium,Sealed,25.3,0.0,10.9,0,0,0,0,0,0,Friday,Night,80,91.6
REQ_00322,2024-05-20T07:00:00,VIC,Suburban,1570.88,Highrise_Office,13,8,4.49,1.36,FTTN,ADSL,Outback,Clay,Low,Sealed,18.5,1.3,4.1,0,0,0,1,33,0,Monday,Morning,80,141.5
REQ_00323,2024-05-23T11:00:00,VIC,Rural,93.3,Industrial,4,1,29.83,12.02,Fixed_Wireless,None,Outback,Sand,Low,Unsealed,20.3,19.2,2.4,1,0,0,0,12,0,Thursday,Morning,104,197.6
REQ_00324,2024-08-16T18:00:00,WA,Urban,3181.62,Townhouse,2,2,4.7,2.07,FTTN,None,Flat,Mixed,Low,Sealed,20.8,1.5,19.7,0,0,0,1,0,0,Friday,Evening,61,84.7
REQ_00325,2024-08-20T17:00:00,TAS,Urban,3368.82,Apartment,29,8,1.01,2.93,HFC,None,Flat,Clay,Low,Sealed,11.5,1.8,24.4,0,0,0,1,11,0,Tuesday,Evening,73,84.5
REQ_00326,2024-12-29T08:00:00,NSW,Remote,42.74,Apartment,13,12,13.5,2.26,Fixed_Wireless,4G_only,Mountainous,Rock,Low,Sealed,15.6,0.2,26.5,0,0,0,1,18,1,Sunday,Morning,108,130.5
REQ_00327,2024-02-14T14:00:00,TAS,Urban,2433.04,Highrise_Office,37,32,2.94,2.6,Fixed_Wireless,4G_only,Hilly,Mixed,Low,Seasonal,17.1,5.1,6.3,0,0,0,1,18,0,Wednesday,Afternoon,78,88.6
REQ_00328,2024-04-11T16:00:00,WA,Suburban,2667.65,Highrise_Office,17,5,2.67,2.1,Fixed_Wireless,None,Flat,Mixed,Low,Sealed,27.2,4.5,20.8,0,0,0,0,2,0,Thursday,Afternoon,94,112.0
REQ_00329,2024-05-20T22:00:00,NSW,Remote,3.42,Apartment,26,12,47.53,28.74,Fixed_Wireless,ADSL,Mountainous,Sand,Low,Seasonal,28.9,1.2,15.6,0,0,0,1,23,0,Monday,Night,102,143.6
REQ_00330,2024-01-05T22:00:00,ACT,Suburban,519.42,Apartment,20,2,4.24,0.19,Satellite,None,Mountainous,Sand,Low,Sealed,18.6,4.6,3.1,0,0,0,0,45,0,Friday,Night,74,146.9
REQ_00331,2024-05-13T17:00:00,ACT,Suburban,1224.32,Townhouse,2,2,3.58,0.73,FTTN,4G_only,Outback,Sand,Medium,Sealed,18.4,10.2,2.2,0,0,0,1,24,0,Monday,Evening,84,102.8
REQ_00332,2024-05-21T11:00:00,ACT,Urban,6352.92,Highrise_Office,36,35,3.25,2.98,FTTP,Cable,Hilly,Clay,Low,Unsealed,19.9,3.5,10.1,0,0,0,1,8,0,Tuesday,Morning,70,85.3
REQ_00333,2024-04-11T19:00:00,ACT,Suburban,2317.55,Industrial,3,1,3.38,1.87,FTTN,ADSL,Hilly,Sand,High,Sealed,24.3,0.0,27.5,0,0,0,1,6,0,Thursday,Evening,70,81.5
REQ_00334,2024-08-06T03:00:00,VIC,Urban,4871.86,Detached_House,1,1,1.69,0.63,FTTN,ADSL,Flat,Rock,High,Sealed,11.7,1.1,5.8,0,0,0,1,2,0,Tuesday,Night,76,76.0
REQ_00335,2024-12-01T20:00:00,SA,Suburban,1260.31,Apartment,16,6,3.22,1.37,FTTP,4G_only,Mountainous,Sand,Low,Unsealed,19.5,3.3,10.5,0,0,0,1,24,0,Sunday,Evening,77,107.9
REQ_00336,2024-07-18T01:00:00,QLD,Urban,4308.07,Detached_House,2,2,3.01,1.52,Satellite,ADSL,Flat,Rock,Low,Seasonal,19.6,1.2,5.3,0,0,0,1,8,0,Thursday,Night,78,104.1
REQ_00337,2024-11-27T15:00:00,NSW,Remote,32.51,Small_Business,2,1,8.51,11.14,HFC,Cable,Flat,Mixed,Low,Unsealed,17.4,1.8,13.8,0,0,0,1,18,0,Wednesday,Afternoon,102,126.3
REQ_00338,2024-04-02T18:00:00,VIC,Urban,4338.93,Detached_House,2,1,0.32,2.12,FTTP,4G_only,Mountainous,Sand,Medium,Sealed,18.9,2.9,18.9,0,0,0,1,2,0,Tuesday,Evening,66,109.0
REQ_00339,2024-03-23T18:00:00,VIC,Urban,2882.32,Apartment,4,4,4.16,2.59,FTTP,Cable,Hilly,Sand,High,Unsealed,26.8,7.8,13.5,0,0,0,1,7,0,Saturday,Evening,74,83.6
REQ_00340,2024-08-30T12:00:00,TAS,Urban,6372.05,Small_Business,2,2,1.85,2.03,FTTP,5G_available,Coastal,Mixed,Medium,Sealed,10.5,0.0,15.0,0,0,0,1,20,0,Friday,Afternoon,65,76.0
REQ_00341,2024-07-08T15:00:00,ACT,Urban,3080.67,Detached_House,1,1,1.42,1.93,Satellite,ADSL,Coastal,Clay,Low,Sealed,25.4,2.0,17.6,0,0,0,1,13,0,Monday,Afternoon,81,73.4
REQ_00342,2024-11-09T20:00:00,WA,Suburban,960.62,Small_Business,1,1,0.8,1.62,FTTN,Cable,Flat,Sand,Low,Sealed,20.7,0.0,0.8,0,0,0,1,50,0,Saturday,Evening,76,135.2
REQ_00343,2024-01-31T06:00:00,WA,Suburban,2217.35,Highrise_Office,16,11,3.53,0.99,FTTP,5G_available,Outback,Sand,High,Unsealed,25.9,0.0,25.9,0,0,0,1,6,0,Wednesday,Morning,62,104.6
REQ_00344,2024-04-03T19:00:00,TAS,Suburban,2182.08,Small_Business,2,1,0.29,1.35,FTTN,Cable,Mountainous,Mixed,Low,Sealed,17.3,0.0,20.2,0,0,0,1,14,0,Wednesday,Evening,72,110.0
REQ_00345,2024-08-20T09:00:00,WA,Urban,6433.35,Townhouse,2,1,1.42,2.7,FTTP,5G_available,Outback,Rock,Medium,Seasonal,15.9,4.4,22.4,0,0,0,1,36,0,Tuesday,Morning,64,145.5
REQ_00346,2024-06-06T19:00:00,QLD,Urban,3226.96,Industrial,1,1,1.19,1.88,FTTP,Cable,Flat,Clay,Medium,Seasonal,21.6,0.0,30.3,0,0,0,0,11,0,Thursday,Evening,83,122.8
REQ_00347,2024-07-07T22:00:00,ACT,Urban,2180.29,Detached_House,2,1,0.83,1.97,FTTP,Cable,Mountainous,Sand,Medium,Sealed,16.5,2.2,23.6,0,0,0,1,16,0,Sunday,Night,66,67.0
REQ_00348,2024-07-17T14:00:00,QLD,Suburban,851.48,Detached_House,2,2,3.44,2.94,Fixed_Wireless,4G_only,Coastal,Rock,Low,Sealed,21.3,11.7,6.3,0,0,0,1,1,0,Wednesday,Afternoon,90,94.8
REQ_00349,2024-11-04T04:00:00,NSW,Urban,6811.2,Detached_House,2,1,0.58,1.76,FTTP,ADSL,Mountainous,Clay,High,Sealed,15.3,7.5,7.7,0,0,0,1,4,0,Monday,Night,76,86.9
